ID,ParentID,Name,IsSelectable,HasChildren,Color_R,Color_G,Color_B
74,70,Parent,TRUE,TRUE,255,192,203
75,70,Child (Adult),TRUE,FALSE,255,192,203
76,70,Grandparent,TRUE,TRUE,255,192,203
77,74,New Parent,TRUE,FALSE,255,192,203
78,74,Parent of Teenagers,TRUE,FALSE,255,192,203
79,74,Empty Nester,TRUE,FALSE,255,192,203
80,71,Married/Civil Partnership,TRUE,FALSE,255,192,203
81,71,Single,TRUE,FALSE,255,192,203
82,71,Divorced/Separated,TRUE,FALSE,255,192,203
83,72,Only Child,TRUE,FALSE,255,192,203
84,72,Eldest Sibling,TRUE,FALSE,255,192,203
85,72,Middle Sibling,TRUE,FALSE,255,192,203
86,72,Youngest Sibling,TRUE,FALSE,255,192,203
87,73,Caring for Elderly Parent,TRUE,FALSE,255,192,203
88,73,Caring for Disabled Relative,TRUE,FALSE,255,192,203
89,76,Active Grandparent,TRUE,FALSE,255,192,203
90,76,Distant Grandparent,TRUE,FALSE,255,192,203
91,,,Hobbies,FALSE,TRUE,50,205,50
92,91,Physical Exercise,FALSE,TRUE,50,205,50
93,91,Creative Hobbies,FALSE,TRUE,50,205,50
94,91,Relaxation/Passive,FALSE,TRUE,50,205,50
95,91,Team Sports,FALSE,TRUE,50,205,50
96,92,Running,TRUE,TRUE,50,205,50
97,92,Cycling,TRUE,TRUE,50,205,50
98,92,Swimming,TRUE,FALSE,50,205,50
99,92,Weight Training,TRUE,FALSE,50,205,50
100,96,Jogger,TRUE,FALSE,50,205,50
101,96,Marathon Runner,TRUE,FALSE,50,205,50
102,96,Trail Runner,TRUE,FALSE,50,205,50
103,97,Road Cyclist,TRUE,FALSE,50,205,50
104,97,Mountain Biker,TRUE,FALSE,50,205,50
105,93,Painting/Drawing,TRUE,FALSE,50,205,50
106,93,Playing Music,TRUE,FALSE,50,205,50
107,93,Writing Fiction,TRUE,FALSE,50,205,50
108,94,Reading,TRUE,FALSE,50,205,50
109,94,Watching TV/Movies,TRUE,TRUE,50,205,50
110,95,Football,TRUE,FALSE,50,205,50
111,95,Basketball,TRUE,FALSE,50,205,50
112,95,Cricket,TRUE,FALSE,50,205,50
113,95,Rugby,TRUE,FALSE,50,205,50
114,109,Binge Watcher,TRUE,FALSE,50,205,50
115,109,Film Enthusiast,TRUE,FALSE,50,205,50
116,,,Values,FALSE,TRUE,155,89,182
117,116,Community Engagement,FALSE,TRUE,155,89,182
118,116,Financial Mindset,FALSE,TRUE,155,89,182
119,116,Environmental Concern,FALSE,TRUE,155,89,182
120,116,Political View,FALSE,TRUE,155,89,182
121,117,Volunteer,TRUE,FALSE,155,89,182
122,117,Activist,TRUE,FALSE,155,89,182
123,117,Local Organizer,TRUE,FALSE,155,89,182
124,118,Saver,TRUE,FALSE,155,89,182
125,118,Investor,TRUE,FALSE,155,89,182
126,118,Spender,TRUE,FALSE,155,89,182
127,119,Eco-Conscious,TRUE,FALSE,155,89,182
128,119,Minimalist,TRUE,FALSE,155,89,182
129,119,Sustainable Living,TRUE,FALSE,155,89,182
130,120,Left-leaning,TRUE,FALSE,155,89,182
131,120,Right-leaning,TRUE,FALSE,155,89,182
132,120,Centrist,TRUE,FALSE,155,89,182
133,1,Personality Traits,FALSE,TRUE,100,149,237
134,133,Introverted,TRUE,FALSE,100,149,237
135,133,Extroverted,TRUE,FALSE,100,149,237
136,133,Ambivert,TRUE,FALSE,100,149,237
137,38,Work Ethic,FALSE,TRUE,255,165,0
138,137,Hard Worker,TRUE,FALSE,255,165,0
139,137,Work-Life Balancer,TRUE,FALSE,255,165,0
140,137,Burnout Risk,TRUE,FALSE,255,165,0
141,69,Household Size,FALSE,TRUE,255,192,203
142,141,Lives Alone,TRUE,FALSE,255,192,203
143,141,Lives with Partner,TRUE,FALSE,255,192,203
144,141,Large Family Household,TRUE,FALSE,255,192,203
145,91,Indoor Hobbies,FALSE,TRUE,50,205,50
146,91,Outdoor Hobbies,FALSE,TRUE,50,205,50
147,145,Board Gamer,TRUE,FALSE,50,205,50
148,145,Video Gamer,TRUE,TRUE,50,205,50
149,146,Hiking,TRUE,FALSE,50,205,50
150,146,Gardening,TRUE,FALSE,50,205,50
151,148,PC Gamer,TRUE,FALSE,50,205,50
152,148,Console Gamer,TRUE,FALSE,50,205,50
153,116,Lifestyle Choices,FALSE,TRUE,155,89,182
154,153,Vegan/Vegetarian,TRUE,FALSE,155,89,182
155,153,Non-smoker,TRUE,FALSE,155,89,182
156,153,Regular Alcohol User,TRUE,FALSE,155,89,182
157,1,Physical Fitness,FALSE,TRUE,100,149,237
158,157,Active Daily,TRUE,FALSE,100,149,237
159,157,Sedentary,TRUE,FALSE,100,149,237
160,38,Work Hours,FALSE,TRUE,255,165,0
161,160,Standard 9-5,TRUE,FALSE,255,165,0
162,160,Shift Work,TRUE,FALSE,255,165,0
163,160,Long Hours (50+),TRUE,FALSE,255,165,0
164,69,Pet Ownership,FALSE,TRUE,255,192,203
165,164,Dog Owner,TRUE,FALSE,255,192,203
166,164,Cat Owner,TRUE,FALSE,255,192,203
167,164,No Pets,TRUE,FALSE,255,192,203
168,91,Digital Hobbies,FALSE,TRUE,50,205,50
169,168,Programming for Fun,TRUE,FALSE,50,205,50
170,168,Social Media Manager (Personal),TRUE,FALSE,50,205,50
171,116,Information Consumption,FALSE,TRUE,155,89,182
172,171,News Junkie,TRUE,FALSE,155,89,182
173,171,Selective Reader,TRUE,FALSE,155,89,182
174,171,Avoids News,TRUE,FALSE,155,89,182
175,5,Urban Dweller,TRUE,FALSE,100,149,237
176,5,Suburban Dweller,TRUE,FALSE,100,149,237
177,5,Rural Dweller,TRUE,FALSE,100,149,237
178,40,Sales,TRUE,FALSE,255,165,0
179,40,Marketing,TRUE,FALSE,255,165,0
180,40,Legal,TRUE,FALSE,255,165,0
181,40,Government/Public Sector,TRUE,FALSE,255,165,0
182,74,Parent of Toddlers,TRUE,FALSE,255,192,203
183,74,Parent of School-Aged,TRUE,FALSE,255,192,203
184,74,Single Parent,TRUE,FALSE,255,192,203
185,92,Yoga/Pilates,TRUE,FALSE,50,205,50
186,92,Martial Arts,TRUE,FALSE,50,205,50
187,92,Dance,TRUE,FALSE,50,205,50
188,117,Donates Monthly,TRUE,FALSE,155,89,182
189,117,Mentors Others,TRUE,FALSE,155,89,182
190,117,Attends Community Events,TRUE,FALSE,155,89,182
191,1,Sleep Patterns,FALSE,TRUE,100,149,237
192,191,Early Bird,TRUE,FALSE,100,149,237
193,191,Night Owl,TRUE,FALSE,100,149,237
194,191,Irregular Sleep,TRUE,FALSE,100,149,237
195,38,Commute Type,FALSE,TRUE,255,165,0
196,195,Public Transport Commuter,TRUE,FALSE,255,165,0
197,195,Car Commuter (Heavy Traffic),TRUE,FALSE,255,165,0
198,195,Walk/Bike Commuter,TRUE,FALSE,255,165,0
199,69,Dependents,FALSE,TRUE,255,192,203
200,199,Zero Dependents,TRUE,FALSE,255,192,203
201,199,One Dependent,TRUE,FALSE,255,192,203
202,199,Multiple Dependents,TRUE,FALSE,255,192,203
203,93,Photography,TRUE,FALSE,50,205,50
204,93,Knitting/Sewing,TRUE,FALSE,50,205,50
205,93,Woodworking,TRUE,FALSE,50,205,50
206,118,Debt-Conscious,TRUE,FALSE,155,89,182
207,118,High Income,TRUE,FALSE,155,89,182
208,118,Low Income,TRUE,FALSE,155,89,182
209,1,Dietary Habits,FALSE,TRUE,100,149,237
210,209,Balanced Diet,TRUE,FALSE,100,149,237
211,209,High Sugar Diet,TRUE,FALSE,100,149,237
212,209,Intermittent Fasting,TRUE,FALSE,100,149,237
213,43,Self-Employed,TRUE,FALSE,255,165,0
214,43,Seasonal Worker,TRUE,FALSE,255,165,0
215,71,Widowed,TRUE,FALSE,255,192,203
216,71,In a Partnership,TRUE,FALSE,255,192,203
217,94,Podcasts/Audiobooks,TRUE,FALSE,50,205,50
218,94,Puzzles/Crosswords,TRUE,FALSE,50,205,50
219,94,Meditation/Mindfulness,TRUE,FALSE,50,205,50
220,119,Zero Waste Focus,TRUE,FALSE,155,89,182
221,119,Active Recycler,TRUE,FALSE,155,89,182
222,119,Climate Change Aware,TRUE,FALSE,155,89,182
223,1,Stress Management,FALSE,TRUE,100,149,237
224,223,Uses Exercise for Stress,TRUE,FALSE,100,149,237
225,223,Uses Therapy,TRUE,FALSE,100,149,237
226,223,Avoidance Coping,TRUE,FALSE,100,149,237
227,40,Art/Design,TRUE,FALSE,255,165,0
228,40,Hospitality,TRUE,FALSE,255,165,0
229,40,Transportation,TRUE,FALSE,255,165,0
230,70,Child (Teenager),TRUE,FALSE,255,192,203
231,70,Child (Young Adult),TRUE,FALSE,255,192,203
232,95,Volleyball,TRUE,FALSE,50,205,50
233,95,Hockey,TRUE,FALSE,50,205,50
234,95,Baseball,TRUE,FALSE,50,205,50
235,120,Apolitical,TRUE,FALSE,155,89,182
236,120,Active Voter,TRUE,FALSE,155,89,182
237,120,Local Politics Focused,TRUE,FALSE,155,89,182
238,1,Learning Style,FALSE,TRUE,100,149,237
239,238,Visual Learner,TRUE,FALSE,100,149,237
240,238,Auditory Learner,TRUE,FALSE,100,149,237
241,238,Kinesthetic Learner,TRUE,FALSE,100,149,237
242,52,IT Support,TRUE,FALSE,255,165,0
243,52,Product Manager,TRUE,FALSE,255,165,0
244,76,Custodian Grandparent,TRUE,FALSE,255,192,203
245,76,Occasional Grandparent,TRUE,FALSE,255,192,203
246,96,Ultra Runner,TRUE,FALSE,50,205,50
247,96,Sprinting,TRUE,FALSE,50,205,50
248,116,Religious Importance,FALSE,TRUE,155,89,182
249,248,Highly Religious,TRUE,FALSE,155,89,182
250,248,Moderately Religious,TRUE,FALSE,155,89,182
251,248,Low Religious Importance,TRUE,FALSE,155,89,182
252,1,Coping Mechanisms,FALSE,TRUE,100,149,237
253,252,Positive Self-Talk,TRUE,FALSE,100,149,237
254,252,Social Seeking,TRUE,FALSE,100,149,237
255,252,Emotional Eating,TRUE,FALSE,100,149,237
256,40,Media/Publishing,TRUE,FALSE,255,165,0
257,40,Science/Research,TRUE,FALSE,255,165,0
258,40,Real Estate,TRUE,FALSE,255,165,0
259,74,Parent of Adult Children,TRUE,FALSE,255,192,203
260,74,Foster Parent,TRUE,FALSE,255,192,203
261,97,BMX Rider,TRUE,FALSE,50,205,50
262,97,Spin Class Enthusiast,TRUE,FALSE,50,205,50
263,118,Budget Planner,TRUE,FALSE,155,89,182
264,118,Impulse Buyer,TRUE,FALSE,155,89,182
265,118,Financially Independent,TRUE,FALSE,155,89,182
266,1,Creative Expression,FALSE,TRUE,100,149,237
267,266,Regularly Engaged,TRUE,FALSE,100,149,237
268,266,Rarely Engaged,TRUE,FALSE,100,149,237
269,40,Mining/Energy,TRUE,FALSE,255,165,0
270,40,Agriculture,TRUE,FALSE,255,165,0
271,72,Adopted Sibling,TRUE,FALSE,255,192,203
272,72,Half Sibling,TRUE,FALSE,255,192,203
273,93,Pottery/Sculpture,TRUE,FALSE,50,205,50
274,93,Jewelry Making,TRUE,FALSE,50,205,50
275,119,Local Food Focus,TRUE,FALSE,155,89,182
276,119,Animal Welfare Focused,TRUE,FALSE,155,89,182
277,119,Water Conservationist,TRUE,FALSE,155,89,182
278,1,Technology Use,FALSE,TRUE,100,149,237
279,278,Heavy Screen User (8+ hours),TRUE,FALSE,100,149,237
280,278,Digital Minimalist,TRUE,FALSE,100,149,237
281,40,Aerospace/Defense,TRUE,FALSE,255,165,0
282,40,Telecommunications,TRUE,FALSE,255,165,0
283,73,Caring for Children,TRUE,FALSE,255,192,203
284,73,Caring for Grandchildren,TRUE,FALSE,255,192,203
285,92,Golf,TRUE,FALSE,50,205,50
286,92,Tennis,TRUE,FALSE,50,205,50
287,92,Badminton,TRUE,FALSE,50,205,50
288,120,Moderate,TRUE,FALSE,155,89,182
289,120,Extremist,TRUE,FALSE,155,89,182
290,120,Single-Issue Voter,TRUE,FALSE,155,89,182
291,1,Language Proficiency,FALSE,TRUE,100,149,237
292,291,Monolingual,TRUE,FALSE,100,149,237
293,291,Bilingual,TRUE,FALSE,100,149,237
294,291,Multilingual,TRUE,FALSE,100,149,237
295,40,Automotive,TRUE,FALSE,255,165,0
296,40,Consulting,TRUE,FALSE,255,165,0
297,71,Cohabiting,TRUE,FALSE,255,192,203
298,71,In Long-Distance Relationship,TRUE,FALSE,255,192,203
299,93,Embroidery,TRUE,FALSE,50,205,50
300,93,Model Building,TRUE,FALSE,50,205,50
301,93,Calligraphy,TRUE,FALSE,50,205,50
302,118,High Debt,TRUE,FALSE,155,89,182
303,118,No Debt,TRUE,FALSE,155,89,182
304,118,Retirement Planner,TRUE,FALSE,155,89,182
305,1,Emotional Regulation,FALSE,TRUE,100,149,237
306,305,Calm Demeanor,TRUE,FALSE,100,149,237
307,305,Highly Reactive,TRUE,FALSE,100,149,237
308,305,Emotion Suppressor,TRUE,FALSE,100,149,237
309,40,Insurance,TRUE,FALSE,255,165,0
310,40,Utilities,TRUE,FALSE,255,165,0
311,74,Parent of Disabled Child,TRUE,FALSE,255,192,203
312,74,Step-parent,TRUE,FALSE,255,192,203
313,94,Collecting,TRUE,FALSE,50,205,50
314,94,Cooking/Baking,TRUE,FALSE,50,205,50
315,94,Learning a New Language (Hobby),TRUE,FALSE,50,205,50
316,117,Political Donor,TRUE,FALSE,155,89,182
317,117,Online Community Leader,TRUE,FALSE,155,89,182
318,117,Local Government Employee,TRUE,FALSE,155,89,182
319,1,Sense of Humor,FALSE,TRUE,100,149,237
320,319,Dry/Sarcastic,TRUE,FALSE,100,149,237
321,319,Witty/Observational,TRUE,FALSE,100,149,237
322,319,Slapstick/Physical,TRUE,FALSE,100,149,237
323,40,Travel/Tourism,TRUE,FALSE,255,165,0
324,40,Media/Broadcasting,TRUE,FALSE,255,165,0
325,72,Adoptive Sibling,TRUE,FALSE,255,192,203
326,72,In-Law Sibling,TRUE,FALSE,255,192,203
327,92,CrossFit,TRUE,FALSE,50,205,50
328,92,Pilates,TRUE,FALSE,50,205,50
329,92,Rock Climbing,TRUE,FALSE,50,205,50
330,119,Recycles Everything,TRUE,FALSE,155,89,182
331,119,Rarely Thinks about Waste,TRUE,FALSE,155,89,182
332,119,Buys Local Produce,TRUE,FALSE,155,89,182
333,1,Aesthetic Preferences,FALSE,TRUE,100,149,237
334,333,Minimalist Style,TRUE,FALSE,100,149,237
335,333,Maximalist Style,TRUE,FALSE,100,149,237
336,333,Vintage/Retro Style,TRUE,FALSE,100,149,237
337,40,Pharmaceuticals,TRUE,FALSE,255,165,0
338,40,Biotechnology,TRUE,FALSE,255,165,0
339,70,Child (Grown),TRUE,FALSE,255,192,203
340,70,In-Law Child,TRUE,FALSE,255,192,203
341,93,Singing,TRUE,FALSE,50,205,50
342,93,Dancing,TRUE,FALSE,50,205,50
343,93,Poetry,TRUE,FALSE,50,205,50
344,118,High Risk Taker (Financial),TRUE,FALSE,155,89,182
345,118,Low Risk Taker (Financial),TRUE,FALSE,155,89,182
346,118,Invests Ethically,TRUE,FALSE,155,89,182
347,1,Political Engagement,FALSE,TRUE,100,149,237
348,347,Highly Engaged,TRUE,FALSE,100,149,237
349,347,Moderately Engaged,TRUE,FALSE,100,149,237
350,347,Disengaged,TRUE,FALSE,100,149,237
351,40,E-commerce,TRUE,FALSE,255,165,0
352,40,Logistics,TRUE,FALSE,255,165,0
353,71,Engaged,TRUE,FALSE,255,192,203
354,71,Dating Casually,TRUE,FALSE,255,192,203
355,94,Puzzle Games (Video),TRUE,FALSE,50,205,50
356,94,Strategy Games (Board),TRUE,FALSE,50,205,50
357,94,Nature Watching,TRUE,FALSE,50,205,50
358,117,Online Forum Moderator,TRUE,FALSE,155,89,182
359,117,Neighborhood Watch Member,TRUE,FALSE,155,89,182
360,117,Donates Time,TRUE,FALSE,155,89,182
361,1,Travel Habits,FALSE,TRUE,100,149,237
362,361,Frequent International Traveler,TRUE,FALSE,100,149,237
363,361,Weekend Road-tripper,TRUE,FALSE,100,149,237
364,361,Rarely Leaves Home Region,TRUE,FALSE,100,149,237
365,40,Architecture,TRUE,FALSE,255,165,0
366,40,Engineering (Civil/Mech),TRUE,FALSE,255,165,0
367,74,Parent of Only Child,TRUE,FALSE,255,192,203
368,74,Parent of Multiples,TRUE,FALSE,255,192,203
369,92,Team Sports Player,TRUE,FALSE,50,205,50
370,92,Solo Athlete,TRUE,FALSE,50,205,50
371,92,Outdoor Adventure Sports,TRUE,FALSE,50,205,50
372,119,Advocates for Policy Change,TRUE,FALSE,155,89,182
373,119,Focuses on Personal Action,TRUE,FALSE,155,89,182
374,119,Buys Electric Vehicles,TRUE,FALSE,155,89,182
375,1,Social Media Habits,FALSE,TRUE,100,149,237
376,375,Passive Scroller,TRUE,FALSE,100,149,237
377,375,Active Creator,TRUE,FALSE,100,149,237
378,375,Limited Use,TRUE,FALSE,100,149,237
379,40,Law Enforcement,TRUE,FALSE,255,165,0
380,40,Military,TRUE,FALSE,255,165,0
381,72,Only Child with Step-Siblings,TRUE,FALSE,255,192,203
382,72,Siblings Close in Age,TRUE,FALSE,255,192,203
383,93,Interior Design,TRUE,FALSE,50,205,50
384,93,Fashion Design,TRUE,FALSE,50,205,50
385,93,Photography (Film),TRUE,FALSE,50,205,50
386,118,Frugal Shopper,TRUE,FALSE,155,89,182
387,118,Brand Loyal Spender,TRUE,FALSE,155,89,182
388,118,Donates to Charity Regularly,TRUE,FALSE,155,89,182
389,1,Mental Activity,FALSE,TRUE,100,149,237
390,389,Loves Complex Puzzles,TRUE,FALSE,100,149,237
391,389,Prefers Simple Tasks,TRUE,FALSE,100,149,237
392,389,Enjoys Learning New Skills,TRUE,FALSE,100,149,237
393,40,Non-profit Management,TRUE,FALSE,255,165,0
394,40,Library Science,TRUE,FALSE,255,165,0
395,73,Caring for Partner,TRUE,FALSE,255,192,203
396,73,Caring for Friends,TRUE,FALSE,255,192,203
397,94,Language Learning (Formal),TRUE,FALSE,50,205,50
398,94,Astronomy/Stargazing,TRUE,FALSE,50,205,50
399,94,History Buff,TRUE,FALSE,50,205,50
400,117,Votes in Every Election,TRUE,FALSE,155,89,182
401,117,Rarely Votes,TRUE,FALSE,155,89,182
402,117,Protests/Demonstrates,TRUE,FALSE,155,89,182
403,1,Nutrition Habits,FALSE,TRUE,100,149,237
404,403,Eats Home-Cooked Meals Daily,TRUE,FALSE,100,149,237
405,403,Eats Out Frequently,TRUE,FALSE,100,149,237
406,403,Tracks Macronutrients,TRUE,FALSE,100,149,237
407,40,Sports/Athletics,TRUE,FALSE,255,165,0
408,40,Museums/Galleries,TRUE,FALSE,255,165,0
409,74,Parent of Autistic Child,TRUE,FALSE,255,192,203
410,74,Parent of Special Needs Child,TRUE,FALSE,255,192,203
411,92,Skiing/Snowboarding,TRUE,FALSE,50,205,50
412,92,Surfing,TRUE,FALSE,50,205,50
413,92,Sailing,TRUE,FALSE,50,205,50
414,119,Buys Fair Trade,TRUE,FALSE,155,89,182
415,119,Avoids Fast Fashion,TRUE,FALSE,155,89,182
416,119,Supports Local Growers,TRUE,FALSE,155,89,182
417,2,North African,TRUE,FALSE,100,149,237
418,2,West African,TRUE,FALSE,100,149,237
419,2,South Asian,TRUE,FALSE,100,149,237
420,2,East Asian,TRUE,FALSE,100,149,237
421,2,South American,TRUE,FALSE,100,149,237
422,50,College Administrator,TRUE,FALSE,255,165,0
423,50,Research Assistant,TRUE,FALSE,255,165,0
424,51,Nurse,TRUE,FALSE,255,165,0
425,51,Doctor,TRUE,FALSE,255,165,0
426,51,Therapist/Counselor,TRUE,FALSE,255,165,0
427,74,Parent of Twins,TRUE,FALSE,255,192,203
428,74,Parent of Adult with Disabilities,TRUE,FALSE,255,192,203
429,95,Tennis (Team),TRUE,FALSE,50,205,50
430,95,Rugby (Team),TRUE,FALSE,50,205,50
431,95,Rowing,TRUE,FALSE,50,205,50
432,1,Financial Stress Level,FALSE,TRUE,100,149,237
433,432,High Financial Stress,TRUE,FALSE,100,149,237
434,432,Moderate Financial Stress,TRUE,FALSE,100,149,237
435,432,Low Financial Stress,TRUE,FALSE,100,149,237
436,40,Custodial Services,TRUE,FALSE,255,165,0
437,40,Food Production,TRUE,FALSE,255,165,0
438,40,Public Health,TRUE,FALSE,255,165,0
439,73,Caring for Friend/Neighbor,TRUE,FALSE,255,192,203
440,73,Caring for Self Only,TRUE,FALSE,255,192,203
441,96,Mid-Distance Runner,TRUE,FALSE,50,205,50
442,96,Hills Runner,TRUE,FALSE,50,205,50
443,97,Electric Bike Rider,TRUE,FALSE,50,205,50
444,97,Fixed Gear Rider,TRUE,FALSE,50,205,50
445,117,Active Community Builder,TRUE,FALSE,155,89,182
446,117,Passive Community Member,TRUE,FALSE,155,89,182
447,117,Avoids Community Involvement,TRUE,FALSE,155,89,182
448,1,Time Management,FALSE,TRUE,100,149,237
449,448,Highly Organized Planner,TRUE,FALSE,100,149,237
450,448,Procrastinator,TRUE,FALSE,100,149,237
451,448,Goes with the Flow,TRUE,FALSE,100,149,237
452,40,Veterinary Services,TRUE,FALSE,255,165,0
453,40,Pet Grooming,TRUE,FALSE,255,165,0
454,74,Parent of Baby,TRUE,FALSE,255,192,203
455,74,Parent of Pre-schooler,TRUE,FALSE,255,192,203
456,93,Digital Art,TRUE,FALSE,50,205,50
457,93,Music Production,TRUE,FALSE,50,205,50
458,93,Video Editing,TRUE,FALSE,50,205,50
459,118,Seeks Financial Advice,TRUE,FALSE,155,89,182
460,118,Avoids Financial Planning,TRUE,FALSE,155,89,182
461,118,Owns Real Estate,TRUE,FALSE,155,89,182
462,2,Middle Eastern,TRUE,FALSE,100,149,237
463,2,South-East Asian,TRUE,FALSE,100,149,237
464,52,DevOps Engineer,TRUE,FALSE,255,165,0
465,52,UX Designer,TRUE,FALSE,255,165,0
466,74,Parent of One Child,TRUE,FALSE,255,192,203
467,74,Parent of Many Children,TRUE,FALSE,255,192,203
468,95,Ice Hockey,TRUE,FALSE,50,205,50
469,95,Soccer (Team),TRUE,FALSE,50,205,50
470,95,Gaelic Football,TRUE,FALSE,50,205,50
471,1,Hobby Engagement,FALSE,TRUE,100,149,237
472,471,Deeply Invested,TRUE,FALSE,100,149,237
473,471,Casual Dabbler,TRUE,FALSE,100,149,237
474,471,Seasonal Hobbyist,TRUE,FALSE,100,149,237
475,40,Energy Production,TRUE,FALSE,255,165,0
476,40,Renewable Energy,TRUE,FALSE,255,165,0
477,73,Caring for Pets,TRUE,FALSE,255,192,203
478,73,Professional Caregiver,TRUE,FALSE,255,192,203
479,94,Bird Watching,TRUE,FALSE,50,205,50
480,94,Home Brewing,TRUE,FALSE,50,205,50
481,94,Amateur Radio,TRUE,FALSE,50,205,50
482,119,Political Advocate,TRUE,FALSE,155,89,182
483,119,Carbon Neutral Goal,TRUE,FALSE,155,89,182
484,119,Sustainable Investor,TRUE,FALSE,155,89,182
485,1,Social Connection,FALSE,TRUE,100,149,237
486,485,Few Close Friends,TRUE,FALSE,100,149,237
487,485,Large Social Circle,TRUE,FALSE,100,149,237
488,485,Prefers Solitude,TRUE,FALSE,100,149,237
489,40,Retail Management,TRUE,FALSE,255,165,0
490,40,Logistics Planning,TRUE,FALSE,255,165,0
491,74,Parent of Disabled Adult Child,TRUE,FALSE,255,192,203
492,74,Parent of Adopted Child,TRUE,FALSE,255,192,203
493,92,Paddleboarding,TRUE,FALSE,50,205,50
494,92,Kayaking,TRUE,FALSE,50,205,50
495,92,Hiking (Strenuous),TRUE,FALSE,50,205,50
496,118,Uses Crypto/Digital Assets,TRUE,FALSE,155,89,182
497,118,Traditional Investor,TRUE,FALSE,155,89,182
498,118,No Investments,TRUE,FALSE,155,89,182
499,26,Hindu,TRUE,TRUE,100,149,237
500,26,Jewish,TRUE,TRUE,100,149,237
