ID,ParentID,Name,IsSelectable,HasChildren,Color_R,Color_G,Color_B,
81,71,Single,TRUE,FALSE,255,192,203,
82,71,Divorced/Separated,TRUE,FALSE,255,192,203,
83,72,Only Child,TRUE,FALSE,255,192,203,
84,72,Eldest Child,TRUE,FALSE,255,192,203,
85,72,Middle Child,TRUE,FALSE,255,192,203,
86,72,Youngest Child,TRUE,FALSE,255,192,203,
87,73,Caring for Elderly Parent,TRUE,FALSE,255,192,203,
88,73,Caring for Disabled Relative,TRUE,FALSE,255,192,203,
89,76,Active Grandparent,TRUE,FALSE,255,192,203,
90,76,Distant Grandparent,TRUE,FALSE,255,192,203,
91,,,Hobbies,FALSE,TRUE,50,205,50
92,91,Physical Exercise,FALSE,TRUE,50,205,50,
93,91,Creative Hobbies,FALSE,TRUE,50,205,50,
94,91,Relaxation,FALSE,TRUE,50,205,50,
95,91,Team Sports,FALSE,TRUE,50,205,50,
96,92,Runner,TRUE,TRUE,50,205,50,
97,92,Cyclist,TRUE,TRUE,50,205,50,
98,92,Swimmer,TRUE,FALSE,50,205,50,
99,92,Weight Training,TRUE,FALSE,50,205,50,
100,96,Jogger,TRUE,FALSE,50,205,50,
101,96,Marathon Runner,TRUE,FALSE,50,205,50,
102,96,Trail Runner,TRUE,FALSE,50,205,50,
103,97,Road Cyclist,TRUE,FALSE,50,205,50,
104,97,Mountain Biker,TRUE,FALSE,50,205,50,
105,93,Painting/Drawing,TRUE,FALSE,50,205,50,
106,93,Playing Music,TRUE,FALSE,50,205,50,
107,93,Writing Fiction,TRUE,FALSE,50,205,50,
108,94,Reading,TRUE,FALSE,50,205,50,
109,94,Watching TV/Movies,TRUE,TRUE,50,205,50,
110,95,Football fan,TRUE,FALSE,50,205,50,
111,95,Tennis fan,TRUE,FALSE,50,205,50,
112,95,Cricket fan,TRUE,FALSE,50,205,50,
113,95,Rugby fan,TRUE,FALSE,50,205,50,
114,109,Binge Watcher,TRUE,FALSE,50,205,50,
115,109,Film Enthusiast,TRUE,FALSE,50,205,50,
116,,,Values,FALSE,TRUE,155,89,182
118,116,Financial Situation,FALSE,TRUE,155,89,182,
119,116,Environmental Concern,FALSE,TRUE,155,89,182,
120,116,Political View,FALSE,TRUE,155,89,182,
121,117,Volunteer,TRUE,FALSE,155,89,182,
122,117,Activist,TRUE,FALSE,155,89,182,
123,117,Local Organizer,TRUE,FALSE,155,89,182,
124,118,Financially secure,TRUE,FALSE,155,89,182,
125,118,Worried about money,TRUE,FALSE,155,89,182,
127,119,Eco-Conscious,TRUE,FALSE,155,89,182,
128,119,Minimalist,TRUE,FALSE,155,89,182,
129,119,Sustainable Living,TRUE,FALSE,155,89,182,
130,120,Left-leaning,TRUE,FALSE,155,89,182,
131,120,Right-leaning,TRUE,FALSE,155,89,182,
132,120,Centrist,TRUE,FALSE,155,89,182,
133,1,Personality Traits,FALSE,TRUE,100,149,237,
134,133,Introvert,TRUE,FALSE,100,149,237,
135,133,Extrovert,TRUE,FALSE,100,149,237,
136,133,Ambivert,TRUE,FALSE,100,149,237,
137,38,Work Ethic,FALSE,TRUE,255,165,0,
138,137,Hard Worker,TRUE,FALSE,255,165,0,
139,137,Work-Life Balancer,TRUE,FALSE,255,165,0,
140,137,At risk of burnout,TRUE,FALSE,255,165,0,
141,69,Household Size,FALSE,TRUE,255,192,203,
142,141,Live Alone,TRUE,FALSE,255,192,203,
143,141,Live with Partner,TRUE,FALSE,255,192,203,
144,141,Large Family Household,TRUE,FALSE,255,192,203,
145,91,Indoor Hobbies,FALSE,TRUE,50,205,50,
146,91,Outdoor Hobbies,FALSE,TRUE,50,205,50,
147,145,Board Gamer,TRUE,FALSE,50,205,50,
148,145,Video Gamer,TRUE,TRUE,50,205,50,
149,146,Hiker,TRUE,FALSE,50,205,50,
150,146,Gardener,TRUE,FALSE,50,205,50,
151,148,PC Gamer,TRUE,FALSE,50,205,50,
152,148,Console Gamer,TRUE,FALSE,50,205,50,
153,116,Lifestyle Choices,FALSE,TRUE,155,89,182,
154,153,Vegetarian,TRUE,FALSE,155,89,182,
155,153,Smoker,TRUE,FALSE,155,89,182,
156,153,Regular Alcohol User,TRUE,FALSE,155,89,182,
157,1,Physical Fitness,FALSE,TRUE,100,149,237,
158,157,Active Daily,TRUE,FALSE,100,149,237,
159,157,Sedentary,TRUE,FALSE,100,149,237,
160,38,Work Hours,FALSE,TRUE,255,165,0,
161,160,Standard 9-5,TRUE,FALSE,255,165,0,
162,160,Shift Worker,TRUE,FALSE,255,165,0,
163,160,Long Hours (50+),TRUE,FALSE,255,165,0,
164,69,Pet Ownership,FALSE,TRUE,255,192,203,
165,164,Dog Owner,TRUE,FALSE,255,192,203,
166,164,Cat Owner,TRUE,FALSE,255,192,203,
167,164,No Pets,TRUE,FALSE,255,192,203,
171,116,Information Consumption,FALSE,TRUE,155,89,182,
172,171,News Junkie,TRUE,FALSE,155,89,182,
173,171,Selective Reader,TRUE,FALSE,155,89,182,
174,171,Avoids News,TRUE,FALSE,155,89,182,
175,5,Urban Dweller,TRUE,FALSE,100,149,237,
176,5,Suburban Dweller,TRUE,FALSE,100,149,237,
177,5,Rural Dweller,TRUE,FALSE,100,149,237,
178,40,Work in Sales,TRUE,FALSE,255,165,0,
179,40,Work in Marketing,TRUE,FALSE,255,165,0,
180,40,Work in Legal,TRUE,FALSE,255,165,0,
181,40,Government/Public Sector worker,TRUE,FALSE,255,165,0,
182,74,Parent of Toddlers,TRUE,FALSE,255,192,203,
183,74,Parent of School-Aged,TRUE,FALSE,255,192,203,
184,74,Single Parent,TRUE,FALSE,255,192,203,
185,92,Yoga/Pilates,TRUE,FALSE,50,205,50,
186,92,Martial Arts,TRUE,FALSE,50,205,50,
187,92,Dance,TRUE,FALSE,50,205,50,
191,1,Sleep Patterns,FALSE,TRUE,100,149,237,
192,191,Early Bird,TRUE,FALSE,100,149,237,
193,191,Night Owl,TRUE,FALSE,100,149,237,
194,191,Irregular Sleeper,TRUE,FALSE,100,149,237,
195,38,Commute Type,FALSE,TRUE,255,165,0,
196,195,Public Transport Commuter,TRUE,FALSE,255,165,0,
197,195,Car Commuter,TRUE,FALSE,255,165,0,
198,195,Walk/Bike Commuter,TRUE,FALSE,255,165,0,
199,69,Dependents,FALSE,TRUE,255,192,203,
200,199,No Dependents,TRUE,FALSE,255,192,203,
201,199,One Dependent,TRUE,FALSE,255,192,203,
202,199,Multiple Dependents,TRUE,FALSE,255,192,203,
203,93,Photography,TRUE,FALSE,50,205,50,
204,93,Knitting/Sewing,TRUE,FALSE,50,205,50,
205,93,Woodworking,TRUE,FALSE,50,205,50,
209,1,Dietary Habits,FALSE,TRUE,100,149,237,
210,209,Balanced Diet,TRUE,FALSE,100,149,237,
211,209,High Sugar Diet,TRUE,FALSE,100,149,237,
212,209,Intermittent Fasting,TRUE,FALSE,100,149,237,
213,43,Self-Employed,TRUE,FALSE,255,165,0,
214,43,Seasonal Worker,TRUE,FALSE,255,165,0,
215,71,Widowed,TRUE,FALSE,255,192,203,
216,71,In a relationship,TRUE,FALSE,255,192,203,
217,94,Podcasts/Audiobooks,TRUE,FALSE,50,205,50,
218,94,Puzzles/Crosswords,TRUE,FALSE,50,205,50,
219,94,Meditation/Mindfulness,TRUE,FALSE,50,205,50,
221,119,Active Recycler,TRUE,FALSE,155,89,182,
222,119,Climate Change Aware,TRUE,FALSE,155,89,182,
227,40,Art/Design worker,TRUE,FALSE,255,165,0,
228,40,Hospitality worker,TRUE,FALSE,255,165,0,
229,40,Work in Transportation,TRUE,FALSE,255,165,0,
230,70,Teenager,TRUE,FALSE,255,192,203,
231,70,Young Adult,TRUE,FALSE,255,192,203,
232,95,Cricketer,TRUE,FALSE,50,205,50,
233,95,Rugby player,TRUE,FALSE,50,205,50,
234,95,Footballer,TRUE,FALSE,50,205,50,
235,120,Apolitical,TRUE,FALSE,155,89,182,
236,120,Active Voter,TRUE,FALSE,155,89,182,
237,120,Into Local Politics,TRUE,FALSE,155,89,182,
242,52,IT Support,TRUE,FALSE,255,165,0,
243,52,Product Manager,TRUE,FALSE,255,165,0,
244,76,Custodian Grandparent,TRUE,FALSE,255,192,203,
245,76,Occasional Grandparent,TRUE,FALSE,255,192,203,
246,96,Ultra Runner,TRUE,FALSE,50,205,50,
247,96,Parkrunner,TRUE,FALSE,50,205,50,
248,116,Religious Importance,FALSE,TRUE,155,89,182,
249,248,Highly Religious,TRUE,FALSE,155,89,182,
250,248,Moderately Religious,TRUE,FALSE,155,89,182,
251,248,Atheist,TRUE,FALSE,155,89,182,
256,40,Media/Publishing,TRUE,FALSE,255,165,0,
257,40,Scientist,TRUE,FALSE,255,165,0,
259,74,Parent of Adult Children,TRUE,FALSE,255,192,203,
260,74,Foster Parent,TRUE,FALSE,255,192,203,
261,97,Munbtain biker,TRUE,FALSE,50,205,50,
262,97,Road cyclist,TRUE,FALSE,50,205,50,
263,118,Budget Planner,TRUE,FALSE,155,89,182,
264,118,Impulse Buyer,TRUE,FALSE,155,89,182,
265,118,Financially Independent,TRUE,FALSE,155,89,182,
270,40,Agricultural worker,TRUE,FALSE,255,165,0,
271,72,Adopted Sibling,TRUE,FALSE,255,192,203,
272,72,Half Sibling,TRUE,FALSE,255,192,203,
273,93,Pottery/Sculpture,TRUE,FALSE,50,205,50,
274,93,Jewelry Making,TRUE,FALSE,50,205,50,
276,119,Animal Welfare Focused,TRUE,FALSE,155,89,182,
277,119,Water Conservationist,TRUE,FALSE,155,89,182,
278,1,Technology Use,FALSE,TRUE,100,149,237,
279,278,Heavy Screen User,TRUE,FALSE,100,149,237,
280,278,Digital Minimalist,TRUE,FALSE,100,149,237,
282,40,Telecoms worker,TRUE,FALSE,255,165,0,
283,73,Caring for Children,TRUE,FALSE,255,192,203,
284,73,Caring for Grandchildren,TRUE,FALSE,255,192,203,
285,92,Golfer,TRUE,FALSE,50,205,50,
286,92,Tennis player,TRUE,FALSE,50,205,50,
287,92,Netball player,TRUE,FALSE,50,205,50,
288,120,Moderate,TRUE,FALSE,155,89,182,
289,120,Extremist,TRUE,FALSE,155,89,182,
291,1,Language Proficiency,FALSE,TRUE,100,149,237,
292,291,Monolingual,TRUE,FALSE,100,149,237,
293,291,Bilingual,TRUE,FALSE,100,149,237,
294,291,Multilingual,TRUE,FALSE,100,149,237,
297,71,Cohabiting,TRUE,FALSE,255,192,203,
298,71,In Long-Distance Relationship,TRUE,FALSE,255,192,203,
299,93,Embroidery,TRUE,FALSE,50,205,50,
302,118,High Debt,TRUE,FALSE,155,89,182,
303,118,No Debt,TRUE,FALSE,155,89,182,
304,118,Retirement Planner,TRUE,FALSE,155,89,182,
305,1,Emotional Regulation,FALSE,TRUE,100,149,237,
306,305,Calm Demeanor,TRUE,FALSE,100,149,237,
307,305,Highly Reactive,TRUE,FALSE,100,149,237,
308,305,Emotion Suppressor,TRUE,FALSE,100,149,237,
309,40,Financial Services,TRUE,FALSE,255,165,0,
311,74,Parent of Disabled Child,TRUE,FALSE,255,192,203,
312,74,Step-parent,TRUE,FALSE,255,192,203,
313,94,Collector,TRUE,FALSE,50,205,50,
314,94,Baker,TRUE,FALSE,50,205,50,
319,1,Sense of Humor,FALSE,TRUE,100,149,237,
320,319,Sarcastic,TRUE,FALSE,100,149,237,
321,319,Witty,TRUE,FALSE,100,149,237,
322,319,Deadpan,TRUE,FALSE,100,149,237,
324,40,Media worker,TRUE,FALSE,255,165,0,
325,72,Adopted,TRUE,FALSE,255,192,203,
326,72,In-Law,TRUE,FALSE,255,192,203,
327,92,CrossFit,TRUE,FALSE,50,205,50,
328,92,Pilates,TRUE,FALSE,50,205,50,
329,92,Rock Climber,TRUE,FALSE,50,205,50,
330,119,Recycles Everything,TRUE,FALSE,155,89,182,
332,119,Buys Local Produce,TRUE,FALSE,155,89,182,
339,70,Child (Grown),TRUE,FALSE,255,192,203,
340,70,In-Law Child,TRUE,FALSE,255,192,203,
341,93,Singer,TRUE,FALSE,50,205,50,
342,93,Dancer,TRUE,FALSE,50,205,50,
343,93,Poet,TRUE,FALSE,50,205,50,
344,118,High Risk Taker (Financial),TRUE,FALSE,155,89,182,
345,118,Low Risk Taker (Financial),TRUE,FALSE,155,89,182,
346,118,Ethical Investor,TRUE,FALSE,155,89,182,
347,1,Political Engagement,FALSE,TRUE,100,149,237,
348,347,Highly Politically Engaged,TRUE,FALSE,100,149,237,
350,347,Poltically disengaged,TRUE,FALSE,100,149,237,
353,71,Engaged,TRUE,FALSE,255,192,203,
354,71,Dating Casually,TRUE,FALSE,255,192,203,
356,94,Board gamer,TRUE,FALSE,50,205,50,
357,94,Nature Watcher,TRUE,FALSE,50,205,50,
361,1,Travel Habits,FALSE,TRUE,100,149,237,
362,361,Seasoned traveller,TRUE,FALSE,100,149,237,
363,361,City breaker,TRUE,FALSE,100,149,237,
364,361,Stay at homer,TRUE,FALSE,100,149,237,
367,74,Parent of Only Child,TRUE,FALSE,255,192,203,
368,74,Parent of Multiple children,TRUE,FALSE,255,192,203,
369,92,Track and field,TRUE,FALSE,50,205,50,
371,92,Adventurer,TRUE,FALSE,50,205,50,
372,119,Climate activist,TRUE,FALSE,155,89,182,
374,119,Electric Vehicle owner,TRUE,FALSE,155,89,182,
375,1,Social Media Habits,FALSE,TRUE,100,149,237,
376,375,Social media addict,TRUE,FALSE,100,149,237,
377,375,Active Creator,TRUE,FALSE,100,149,237,
379,40,Law Enforcement,TRUE,FALSE,255,165,0,
380,40,Military,TRUE,FALSE,255,165,0,
381,72,Only Child with Step-Siblings,TRUE,FALSE,255,192,203,
382,72,Siblings Close in Age,TRUE,FALSE,255,192,203,
386,118,Frugal Shopper,TRUE,FALSE,155,89,182,
388,118,Charity supporter,TRUE,FALSE,155,89,182,
389,1,Mental Activity,FALSE,TRUE,100,149,237,
390,389,Puzzle enthusiast,TRUE,FALSE,100,149,237,
391,389,Lifelong learner,TRUE,FALSE,100,149,237,
395,73,Caring for Partner,TRUE,FALSE,255,192,203,
396,73,Caring for Friends,TRUE,FALSE,255,192,203,
397,94,Language Learner,TRUE,FALSE,50,205,50,
398,94,Astronomer,TRUE,FALSE,50,205,50,
399,94,History Buff,TRUE,FALSE,50,205,50,
400,117,Votes in Every Election,TRUE,FALSE,155,89,182,
401,117,Rarely Votes,TRUE,FALSE,155,89,182,
402,117,Protestor,TRUE,FALSE,155,89,182,
407,40,Gym-goer,TRUE,FALSE,255,165,0,
408,40,Museum lover,TRUE,FALSE,255,165,0,
409,74,Parent of Autistic Child,TRUE,FALSE,255,192,203,
410,74,Parent of Special Needs Child,TRUE,FALSE,255,192,203,
411,92,Skier,TRUE,FALSE,50,205,50,
412,92,Surfer,TRUE,FALSE,50,205,50,
413,92,Sailor,TRUE,FALSE,50,205,50,
414,119,Buys Fair Trade,TRUE,FALSE,155,89,182,
415,119,Avoids Fast Fashion,TRUE,FALSE,155,89,182,
416,119,Supports Local Growers,TRUE,FALSE,155,89,182,
417,2,North African,TRUE,FALSE,100,149,237,
418,2,West African,TRUE,FALSE,100,149,237,
419,2,South Asian,TRUE,FALSE,100,149,237,
420,2,East Asian,TRUE,FALSE,100,149,237,
421,2,Mixed race,TRUE,FALSE,100,149,237,
424,51,Nurse,TRUE,FALSE,255,165,0,
425,51,Doctor,TRUE,FALSE,255,165,0,
426,51,Therapist,TRUE,FALSE,255,165,0,
427,74,Parent of Twins,TRUE,FALSE,255,192,203,
428,74,Parent of Adult with Disabilities,TRUE,FALSE,255,192,203,
429,95,Yogi,TRUE,FALSE,50,205,50,
431,95,Rower,TRUE,FALSE,50,205,50,
439,73,Caring for Friend/Neighbor,TRUE,FALSE,255,192,203,
440,73,Caring for Self Only,TRUE,FALSE,255,192,203,
441,96,Club Runner,TRUE,FALSE,50,205,50,
442,96,Hill Runner,TRUE,FALSE,50,205,50,
443,97,Electric Bike Rider,TRUE,FALSE,50,205,50,
448,1,Time Management,FALSE,TRUE,100,149,237,
449,448,Highly Organized Planner,TRUE,FALSE,100,149,237,
450,448,Procrastinator,TRUE,FALSE,100,149,237,
451,448,Goes with the Flow,TRUE,FALSE,100,149,237,
454,74,Parent of Baby,TRUE,FALSE,255,192,203,
455,74,Parent of Pre-schooler,TRUE,FALSE,255,192,203,
462,2,Middle Eastern,TRUE,FALSE,100,149,237,
463,2,South-East Asian,TRUE,FALSE,100,149,237,
466,74,Parent of One Child,TRUE,FALSE,255,192,203,
467,74,Parent of Many Children,TRUE,FALSE,255,192,203,
469,95,Five a side footballer,TRUE,FALSE,50,205,50,
479,94,Bird Watcher,TRUE,FALSE,50,205,50,
480,94,Home Brewer,TRUE,FALSE,50,205,50,
484,119,Sustainable Investor,TRUE,FALSE,155,89,182,
485,1,Social Connection,FALSE,TRUE,100,149,237,
486,485,Few Close Friends,TRUE,FALSE,100,149,237,
487,485,Large Social Circle,TRUE,FALSE,100,149,237,
488,485,Prefers Solitude,TRUE,FALSE,100,149,237,
491,74,Parent of Disabled Adult Child,TRUE,FALSE,255,192,203,
492,74,Parent of Adopted Child,TRUE,FALSE,255,192,203,
493,92,Paddleboarder,TRUE,FALSE,50,205,50,
494,92,Kayaker,TRUE,FALSE,50,205,50,
495,92,Mountaineer,TRUE,FALSE,50,205,50,
499,26,Hindu,TRUE,FALSE,100,149,237,
500,26,Jewish,TRUE,FALSE,100,149,237,
501,26,Sikh,TRUE,FALSE,100,149,237,
502,153,Teetotal,TRUE,FALSE,155,89,182,
503,153,Vegan,TRUE,FALSE,155,89,182,
504,153,Pescatarian,TRUE,FALSE,155,89,182,
